Column,X_DatasetID,Dataset,TRYreference,Primary Reference,AccSpeciesName,ObservationID,ObsDataID,DataName,OrigValueStr,OrigUnitStr,ValueKindName,LifeStage,Replicates,StdValue,UnitName,ErrorRisk,Comment,AuteurID,TraitAcc,StandardError,TraitID,TraitName,LastName,FirstName,SpeciesName,AccSpeciesID,DataID,OriglName,OrigUncertaintyStr,UncertaintyName,RelUncertaintyPercent,OrigObsDataID,Localisation_approximative_des_mesures_prises,prototole_utilise,a_prioriser,commentaires,notes_sur_travail_a_faire,CleUniqBDD,CleUniqDataset
573,72,Sheffield & Spain Woody Database,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,Betula pendula,1304879,8992602,Seed dry mass,0.159,mg,Single,Adult,,0.159,mg,2.66907,,Lauren,SM,,26,Seed dry mass,Cornelissen,Johannes,Betula pendula,7356,30,seed dry weight,,,,,,,,,,,
574,92,PLANTSdata USDA,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,Betula pendula,941567,5642901,Seed dry mass,2400000,1/pound,Single,Adult,,0.18870773,mg,2.58889,,Lauren,SM,,26,Seed dry mass,Green,Walton,Betula pendula Roth,7356,30,Seed per Pound,,,,,,,,,,,
575,202,Traits from the Wildfire Project,Marco Moretti and Colin Legg (2009) Combining plant and animal traits to assess community functional responses to disturbance. Ecography 32: 299 309. doi: 10.1111/j.1600-0587.2008.05524.x,,Betula pendula,1415200,10322815,Seed dry mass,2,mg,Single,Adult,,2,mg,5.32658,,Lauren,SM,,26,Seed dry mass,Moretti,Marco,Betula pendula,7356,30,Seed weight,,,,,,,,,,,
576,68,The Functional Ecology of Trees (FET) Database - Jena,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",,Betula pendula,1824524,14808485,Seed mass original value: mean,0.2,mg,Single,Adult,,0.2,mg,2.98302,,Lauren,SM,,26,Seed dry mass,Wirth,Christian,Betula pendula,7356,3732,OriginalSeedMassMean,,,,,,,,,,,
577,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).,,Betula pendula,1889284,16288313,Seed dry mass,0.29,g / 1000 seeds,Single,Adult,,0.29,mg,2.38778,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Betula pendula Roth,7356,30,Mean 1000 Seed Weight,,,,,,,,,,,
578,435,Functional Resilience of Temperate Forests Dataset,"Liebergesell M, Reu B, Stahl U, Freiberg M, Welk E, Kattge J, Cornelissen JHC, Penuelas J, Wirth C (2016) Functional Resilience against Climate-Driven Extinctions - Comparing the Functional Diversity of European and North American Tree Floras. PLoS ONE 11(2): e0148607. doi:10.1371/journal.pone.0148607",,Betula pendula,2952143,27119441,Seed dry mass,0.24,mg,Single,Adult,,0.24,mg,2.47635,,Lauren,SM,,26,Seed dry mass,Liebergesell,Mario,Betula pendula,7356,30,seed.mass,,,,,,,,,,,
579,439,Functional Traits of Trees,"Paine CET, Amissah L, Auge H, Baraloto C, Baruffol M, Bourland N, Bruelheide H, Dainou K, de Gouvenain RC, Doucet J-L, Doust SJ, Fine PV a, Fortunel C, Haase J, Holl KD, Jactel H, Li X, Kitajima K, Koricheva J, Martinez-Garza C, Messier C, Paquette A, Philipson CD, Piotto D, Poorter L, Posada JM, Potvin C, Rainio K, Russo SE, Ruiz-Jaen M, Scherer-Lorenzen M, Webb CO, Zahawi RA & Hector A (2015) Globally, functional traits are weak predictors of juvenile tree growth, and we do not know why. Journal of Ecology, 103, 978ñ989. DOI: 10.1111/1365-2745.12401",,Betula pendula,2757010,25395500,Seed dry mass,0.27,mg,Single,Adult,,0.27,mg,2.42122,,Lauren,SM,,26,Seed dry mass,Paine,C. E. Timothy,Betula pendula,7356,30,SM,,,,,,,,,,,
580,28,"Global Seed Mass, Plant Height Database","Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.",Kenji Seiwa and Kihachiro Kikuzawa. Phenology of tree seedlings in relation to seed size. Canadian Journal of Botany. 69(3): 532-538. https://doi.org/10.1139/b91-072,Betula platyphylla,1292766,8848341,Seed dry mass,0.257394,mg,Single,Adult,,0.25655691,mg,2.44513,,Lauren,SM,,26,Seed dry mass,Moles,Angela,Betula platyphylla,7357,30,dry seed mass (mg),,,,,,,,,,,
581,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Betula platyphylla,76306,949086,Seed dry mass,0.102,g / 1000 seeds,Single,Adult,,0.102,mg,2.87685,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Betula platyphylla,7357,30,1000SeedWeight,,,,,,,,,,,
582,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).,,Betula platyphylla,1889285,16288316,Seed dry mass,0.23,g / 1000 seeds,Single,Adult,,0.23,mg,2.49627,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Betula platyphylla var. japonica (Miq.) Hara,7357,30,Mean 1000 Seed Weight,,,,,,,,,,,
583,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).,,Betula platyphylla,1889286,16288317,Seed dry mass,0.1,g / 1000 seeds,Single,Adult,,0.1,mg,2.88612,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Betula platyphylla Sukaczev,7357,30,Mean 1000 Seed Weight,,,,,,,,,,,
584,28,"Global Seed Mass, Plant Height Database","Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.",,Caragana arborescens,1297325,8873352,Seed dry mass,25.5,mg,Single,Adult,,25.5,mg,0.839639,,Lauren,SM,,26,Seed dry mass,Moles,Angela,Caragana arborescens,10240,30,dry seed mass (mg),,,,,,,,,,,
585,28,"Global Seed Mass, Plant Height Database","Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.",,Caragana arborescens,1297326,8873367,Seed dry mass,26,mg,Single,Adult,,26,mg,0.846952,,Lauren,SM,,26,Seed dry mass,Moles,Angela,Caragana arborescens,10240,30,dry seed mass (mg),,,,,,,,,,,
586,28,"Global Seed Mass, Plant Height Database","Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.",,Caragana arborescens,1297439,8875018,Seed dry mass,24.5185065,mg,Single,Adult,,24.5185065,mg,0.824849,,Lauren,SM,,26,Seed dry mass,Moles,Angela,Caragana arborescens,10240,30,dry seed mass (mg),,,,,,,,,,,
587,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Caragana arborescens,55999,849687,Seed dry mass,40,g / 1000 seeds,Single,Adult,,40,mg,1.19259,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens,10240,30,1000SeedWeight,,,,,,,,,,,
588,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Caragana arborescens,57583,857500,Seed dry mass,26.13,g / 1000 seeds,Single,Adult,,26.13,mg,0.848831,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens,10240,30,1000SeedWeight,,,,,,,,,,,
589,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Caragana arborescens,60184,870272,Seed dry mass,26,g / 1000 seeds,Single,Adult,,26,mg,0.846952,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens,10240,30,1000SeedWeight,,,,,,,,,,,
590,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Caragana arborescens,60199,870341,Seed dry mass,25.5,g / 1000 seeds,Single,Adult,,25.5,mg,0.839639,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens,10240,30,1000SeedWeight,,,,,,,,,,,
591,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Caragana arborescens,60818,873409,Seed dry mass,26,g / 1000 seeds,Single,Adult,,26,mg,0.846952,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens,10240,30,1000SeedWeight,,,,,,,,,,,
592,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Caragana arborescens,66038,898933,Seed dry mass,24.4,g / 1000 seeds,Single,Adult,,24.4,mg,0.823032,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens,10240,30,1000SeedWeight,,,,,,,,,,,
593,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Caragana arborescens,66043,898958,Seed dry mass,24.518,g / 1000 seeds,Single,Adult,,24.518,mg,0.824849,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens,10240,30,1000SeedWeight,,,,,,,,,,,
594,4,BiolFlor Database,"K¸hn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.",,Caragana arborescens,657159,3160597,Seed dry mass,20.087,mg,Mean,Adult,,20.087,mg,0.749778,,Lauren,SM,,26,Seed dry mass,K¸hn,Ingolf,Caragana arborescens,10240,30,Seed dry weight MIT,,,,,,,,,,,
595,4,BiolFlor Database,"K¸hn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.",,Caragana arborescens,1169647,3160598,Seed dry mass,15.78,mg,Minimum,Adult,,15.78,mg,1.08241,,Lauren,SM,,26,Seed dry mass,K¸hn,Ingolf,Caragana arborescens,10240,30,Seed dry weight MIT,,,,,,,,,,,
596,4,BiolFlor Database,"K¸hn, I., W. Durka, and S. Klotz. 2004. BiolFlor - a new plant-trait database as a tool for plant invasion ecology. Diversity and Distribution 10 363-365.",,Caragana arborescens,1169648,3160599,Seed dry mass,23.233,mg,Maximum,Adult,,23.233,mg,0.804575,,Lauren,SM,,26,Seed dry mass,K¸hn,Ingolf,Caragana arborescens,10240,30,Seed dry weight MIT,,,,,,,,,,,
597,92,PLANTSdata USDA,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,Caragana arborescens,941658,5650160,Seed dry mass,19000,1/pound,Single,Adult,,23.8367658,mg,0.814237,,Lauren,SM,,26,Seed dry mass,Green,Walton,Caragana arborescens Lam.,10240,30,Seed per Pound,,,,,,,,,,,
598,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).,,Caragana arborescens,1890438,16289893,Seed dry mass,27,g / 1000 seeds,Single,Adult,,27,mg,0.861166,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Caragana arborescens Lam.,10240,30,Mean 1000 Seed Weight,,,,,,,,,,,
599,37,Sheffield Database,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",,Carpinus betulus,15487,440613,Seed dry mass,2.87,mg,Single,Adult,,2.87,mg,6.36641,,Lauren,SM,,26,Seed dry mass,Cornelissen,Johannes,Carpinus betulus,10773,30,mean dry wght (mg),,,,,,,,,,,
600,28,"Global Seed Mass, Plant Height Database","Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.","Bogdan Brzeziecki, Felix Kienast, Classifying the life-history strategies of trees on the basis of the Grimian model, Forest Ecology and Management, Volume 69, Issues 1–3, 1994, Pages 167-187, ISSN 0378-1127, https://doi.org/10.1016/0378-1127(94)90227-5.",Carpinus betulus,1302275,8959288,Seed dry mass,50,mg,Single,Adult,,53.7,mg,2.44818,,Lauren,SM,,26,Seed dry mass,Moles,Angela,Carpinus betulus,10773,30,dry seed mass (mg),,,,,,,,,,,
601,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,55603,847753,Seed dry mass,38,g / 1000 seeds,Single,Adult,,38,mg,2.19659,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
602,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,57197,855570,Seed dry mass,27.19,g / 1000 seeds,Single,Adult,,27.19,mg,1.95307,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
603,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,64772,892603,Seed dry mass,41.1,g / 1000 seeds,Single,Adult,,41.1,mg,2.25364,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
604,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,65514,896313,Seed dry mass,34.89,g / 1000 seeds,Single,Adult,,34.89,mg,2.13447,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
605,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,65515,896318,Seed dry mass,35.7,g / 1000 seeds,Single,Adult,,35.7,mg,2.15117,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
606,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,67026,903866,Seed dry mass,43.66,g / 1000 seeds,Single,Adult,,43.66,mg,2.2976,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
607,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,71930,928190,Seed dry mass,65,g / 1000 seeds,Single,Adult,,65,mg,2.58711,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
608,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Carpinus betulus,76450,949704,Seed dry mass,53.7,g / 1000 seeds,Single,Adult,,53.7,mg,2.44818,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus,10773,30,1000SeedWeight,,,,,,,,,,,
609,25,The LEDA Traitbase,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Gˆtzenberger, J. G. Hodgson, A.-K. Jackel, I. K¸hn, D. Kunzmann, W. A. Ozinga, C. Rˆmermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",,Carpinus betulus,195852,2072382,Seed dry mass,2.87,mg,Best estimate,Adult,,2.87,mg,6.36641,,Lauren,SM,,26,Seed dry mass,Kleyer,Michael,Carpinus betulus,10773,30,single value [mg],,,,,,,,,,,
610,25,The LEDA Traitbase,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Gˆtzenberger, J. G. Hodgson, A.-K. Jackel, I. K¸hn, D. Kunzmann, W. A. Ozinga, C. Rˆmermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",,Carpinus betulus,1070953,2072371,Seed dry mass,72.042,mg,Best estimate,Adult,,72.042,mg,2.66195,,Lauren,SM,,26,Seed dry mass,Kleyer,Michael,Carpinus betulus,10773,30,single value [mg],,,,,,,,,,,
611,86,Sheffield-Iran-Spain Database,"DÌaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-MartÌ, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-DÌez, G. Funes, B. Hamzehee, M. Khoshnevi, N. PÈrez-Harguindeguy, M. C. PÈrez-RontomÈ, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-MartÌnez, A. Romo-DÌez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",,Carpinus betulus,158137,1662179,Seed dry mass,53.7,mg,Mean,Adult,,53.7,mg,2.44818,,Lauren,SM,,26,Seed dry mass,DÌaz,Sandra,Carpinus betulus,10773,30,Seed mass (mg),,,,,,,,,,,
612,68,The Functional Ecology of Trees (FET) Database - Jena,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",,Carpinus betulus,1824445,14808101,Seed dry mass,64,mg,Single,Adult,,64,mg,2.57583,,Lauren,SM,,26,Seed dry mass,Wirth,Christian,Carpinus betulus,10773,30,SeedMassMean,,,,,,,,,,,
613,68,The Functional Ecology of Trees (FET) Database - Jena,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",,Carpinus betulus,1824531,14808508,Seed dry mass,44,mg,Single,Adult,,44,mg,2.30324,,Lauren,SM,,26,Seed dry mass,Wirth,Christian,Carpinus betulus,10773,30,SeedMassMean,,,,,,,,,,,
614,68,The Functional Ecology of Trees (FET) Database - Jena,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",,Carpinus betulus,1824532,14808512,Seed dry mass,41,mg,Single,Adult,,41,mg,2.25187,,Lauren,SM,,26,Seed dry mass,Wirth,Christian,Carpinus betulus,10773,30,SeedMassMean,,,,,,,,,,,
615,68,The Functional Ecology of Trees (FET) Database - Jena,"Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.",,Carpinus betulus,1824533,14808516,Seed dry mass,64,mg,Single,Adult,,64,mg,2.57583,,Lauren,SM,,26,Seed dry mass,Wirth,Christian,Carpinus betulus,10773,30,SeedMassMean,,,,,,,,,,,
616,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).,,Carpinus betulus,1890547,16290043,Seed dry mass,43,g / 1000 seeds,Single,Adult,,43,mg,2.28652,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Carpinus betulus L.,10773,30,Mean 1000 Seed Weight,,,,,,,,,,,
617,435,Functional Resilience of Temperate Forests Dataset,"Liebergesell M, Reu B, Stahl U, Freiberg M, Welk E, Kattge J, Cornelissen JHC, Penuelas J, Wirth C (2016) Functional Resilience against Climate-Driven Extinctions - Comparing the Functional Diversity of European and North American Tree Floras. PLoS ONE 11(2): e0148607. doi:10.1371/journal.pone.0148607",,Carpinus betulus,2952147,27119528,Seed dry mass,41.1,mg,Single,Adult,,41.1,mg,2.25364,,Lauren,SM,,26,Seed dry mass,Liebergesell,Mario,Carpinus betulus,10773,30,seed.mass,,,,,,,,,,,
618,28,"Global Seed Mass, Plant Height Database","Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.","Seiwa, K., Kikuzawa, K. Importance of seed size for the establishment of seedlings of five deciduous broad-leaved tree species. Vegetatio 123, 51–64 (1996). https://doi.org/10.1007/BF00044887",Cercidiphyllum japonicum,1300616,8933193,Seed dry mass,0.17,mg,Single,Adult,,0.17,mg,2.63776,,Lauren,SM,,26,Seed dry mass,Moles,Angela,Cercidiphyllum japonicum,11849,30,dry seed mass (mg),,,,,,,,,,,
619,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Cercidiphyllum japonicum,64625,891868,Seed dry mass,0.667,g / 1000 seeds,Single,Adult,,0.667,mg,1.99793,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Cercidiphyllum japonicum,11849,30,1000SeedWeight,,,,,,,,,,,
620,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Cercidiphyllum japonicum,76308,949096,Seed dry mass,0.17,g / 1000 seeds,Single,Adult,,0.17,mg,2.63776,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Cercidiphyllum japonicum,11849,30,1000SeedWeight,,,,,,,,,,,
621,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2011).,,Cercidiphyllum japonicum,1891216,16291046,Seed dry mass,0.5,g / 1000 seeds,Single,Adult,,0.5,mg,2.13282,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Cercidiphyllum japonicum Sieber & Zucc.,11849,30,Mean 1000 Seed Weight,,,,,,,,,,,
622,37,Sheffield Database,"Cornelissen, J. H. C., P. C. Diez, and R. Hunt. 1996. Seedling growth, allocation and leaf attributes in a wide range of woody plant species and types. Journal of Ecology 84:755-765.",,Corylus avellana,15495,440629,Seed dry mass,691,mg,Single,Adult,,691,mg,4.30675,,Lauren,SM,,26,Seed dry mass,Cornelissen,Johannes,Corylus avellana,14688,30,mean dry wght (mg),,,,,,,,,,,
623,28,"Global Seed Mass, Plant Height Database","Moles, A. T., D. S. Falster, M. R. Leishman, and M. Westoby. 2004. Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92:384-396.","Schopmeyer, C.S. (1974) Seeds of Woody Plants in the United States. USDA, Forest Service. Agriculture Handbook No. 450, US Government Printing Office, Washington DC.",Corylus avellana,1300581,8932652,Seed dry mass,1308,mg,Single,Adult,,637.37,mg,4.24798,,Lauren,SM,,26,Seed dry mass,Moles,Angela,Corylus avellana,14688,30,dry seed mass (mg),,,,,,,,,,,
624,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Corylus colurna,55587,847673,Seed dry mass,2000,g / 1000 seeds,Single,Adult,,2000,mg,5.07992,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Corylus colurna,14691,30,1000SeedWeight,,,,,,,,,,,
625,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Corylus avellana,55614,847808,Seed dry mass,2100,g / 1000 seeds,Single,Adult,,2100,mg,5.11541,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Corylus avellana,14688,30,1000SeedWeight,,,,,,,,,,,
626,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Corylus colurna,56906,854186,Seed dry mass,1681,g / 1000 seeds,Single,Adult,,1681,mg,4.95351,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Corylus colurna,14691,30,1000SeedWeight,,,,,,,,,,,
627,21,KEW Seed Information Database (SID),Royal Botanical Gardens KEW. 2008. Seed Information Database (SID). Version 7.1. Available from: http://data.kew.org/sid/ (May 2008).,,Corylus avellana,64775,892618,Seed dry mass,802,g / 1000 seeds,Single,Adult,,802,mg,4.41513,,Lauren,SM,,26,Seed dry mass,Liu,Udayangani,Corylus avellana,14688,30,1000SeedWeight,,,,,,,,,,,
